,artist,biography,listeners,playcount
1229,Marv Johnson,"Marvin Earl Johnson (October 15, 1938 – May 16, 1993) was an American R&B and soul singer most notable for performing on the first record to ever come from Motown.

Between 1959 and 1961, Johnson would issue nine Hot 100 singles including two top ten singles, ""You Got What It Takes"" and ""I Love The Way You Love"". He scored his final top 40 single in 1960 with ""(You've Got To) Move Two Mountains""

Johnson's early Motown-issued singles would be the precedent to the future sound and success of the label Read more on Last.fm",49462,188061
1230,Uncle Tupelo,"Uncle Tupelo was an alternative country music group from Belleville, Illinois, active between 1987 and 1994. Jay Farrar, Jeff Tweedy, and Mike Heidorn formed the band after the lead singer of their previous band, The Primitives, left to attend college. The trio recorded three albums for Rockville Records, before signing with Sire Records and expanding to a five-piece. Shortly after the release of the band's major label debut album Anodyne, Farrar Read more on Last.fm",340754,5186573
1231,Final Disaster,Read more on Last.fm,672,9843
1232,Amaria,Read more on Last.fm,202843,2296309
1233,Wayang,"Members:
Yudhi - Vocal, Guitar
Adri - Keyboard
Gilang - Drum
Odji - Bass

http://www.myspace.com/wayangband Read more on Last.fm",4233,26920
1234,Los Yonic's,"Los Yonic's (or Los Yonics) are a Mexican pop group formed in the 1980s.

Los Yonic's began playing together in San Luis Pedro but later moved to Acapulco, playing both tropical pop music and ballads. Their music became very popular among American Hispanics in cities siuch as Los Angeles, San Jose, Phoenix, Arizona, and El Paso.[1] They had a string of #1 albums on the Billboard Regional Mexican charts in the 1980s, and have continued to enjoy chart success on the American market since.[2]

 Read more on Last.fm",42059,443800
1235,Tor Tauil,"Nascido no dia 1º de Novembro de 1970, no interior do Estado de São Paulo, Tor conseguiu atenção nacional, como fundador, vocalista e compositor do grupo Zumbis do Espaço, o qual se caracterizou por sua explosiva mistura de Punk Rock com Country, Heavy Metal e Rockabilly, aliada a uma temática que remetia aos filmes de terror e violência assim como os tradicionais Westerns. À frente dos Zumbis do Espaço gravou 8 álbuns e 1 dvd ao vivo, fora a participação em inúmeras compilações ao redor do mundo Read more on Last.fm",522,21947
1236,The Pink Fairies,Please see Pink Fairies; it would help Last.fm if you could correct your tags. Read more on Last.fm,16322,83880
1237,Nelson Ned,"Nelson Ned d'Ávila Pinto (March 2, 1947 – January 5, 2014) was a famous Brazilian singer from Ubá, Minas Gerais. Nelson built a solid career as a singer and composer of sentimental, suffering songs, rising to popularity in Brazil and Latin America in 1969 and becoming known internationally, especially in Portugal, France and Spain. In 1971 he released his first Spanish album, ""Canción Popular"" and performed in the U.S., Latin America, Europe, and Africa. Read more on Last.fm",51430,343181
1238,Baltimore,"There are several artists with this name, including: 
1) Baltimore is a Belgian band bringing psychedelic/indie music.
2) Baltimore is an American rapper. 
3) Baltimore is a French rock band.  Read more on Last.fm",4681,20911
1239,Best Intentions,"A pop- punk band from Jamison Pennsylvania made up of Jake Ludwig-Guitar/ Vocals....Chris Rosica- Guitar....Colin Passman- Drums....Ben Lapidus- Bass/ Lead Vocals.

http://www.myspace.com/bintentions Read more on Last.fm",1096,7034
1240,Earl Bostic,"Earl Bostic (April 25, 1913 – October 28, 1965) was an American jazz and rhythm and blues alto saxophonist.

Bostic was born in Tulsa, Oklahoma. He turned professional at age 18 when he joined Terrence Holder's band. He made his first recording with Lionel Hampton in 1942 where he played along with Red Allen, J.C. Higginbotham, Sid Catlett, Teddy Wilson and Hampton. Before that he performed with Fate Marable on New Orleans riverboats. Bostic graduated from Xavier University in New Orleans. Read more on Last.fm",23487,134080
1241,Erratic Moody,Read more on Last.fm,1643,9465
1242,Manchester,"There are 2 bands named Manchester.

Polish:
The rock group MANCHESTER was created 18 March 2006 in Torun (Poland), when some musicians met for the first rehearsal. The group consists of guitarist brothers – Slawek and Darek playing in the other band from their city – TORONTO. There are also Maciek – heard by Slawek during some karaoke party and other musicians from local bands. A few weeks later MANCHESTER played its first gig in Od Nowa club in Torun. Read more on Last.fm",39570,891297
1243,Spirit,"There is more than one artist with this name, including: 

1) Spirit was an American group formed by guitarist Randy California. 
2) Spirit was a emo band from Montrose, Australia. 
3) Spirit was UK drum and bass musician Duncan Busto (died 26 August 2018). 
4) Spirit was an alias of UK techno duo 65D Mavericks, used for releasing on the Lost affiliated Cosmic label. 
5) Spirit is a rock band from Slovakia, Levice. 
6) Spirit is a modern metal band from Warsaw, Poland.  Read more on Last.fm",261398,2584679
1244,Track Dogs,Read more on Last.fm,1733,12035
1245,Heinrich Schütz,"Heinrich Schütz (1585-1672) was a German composer and organist, generally regarded as the most important German composer before Johann Sebastian Bach, and often considered to be one of the most important composers of the first half of the seventeenth century along with Claudio Monteverdi. He wrote what is thought to be the first German opera, Dafne, performed at Torgau in 1627; the music has since been lost, however. He is commemorated as a musician in the Calendar of Saints of the Lutheran Church on 28th July Read more on Last.fm",34697,337396
1246,Tommy Steele,"Tommy Steele OBE (born December 17, 1936 in London, England) is an English entertainer. Steele is widely regarded as Britain's first pop idol. Born Thomas Willam Hicks in Mason Street Bermondsey, London, his cheeky Cockney image and boy-next-door looks won him success as a musician, singer and actor.

Singer
Before landing a singing career, Steele tried his hand at a number of odd jobs and had a brief spell as a merchant seaman. Like many singers of his era he never did National Service Read more on Last.fm",34423,154089
1247,Christmas Jazz Holiday Music,Read more on Last.fm,4314,89630
1248,Correos,Read more on Last.fm,2256,28633
1249,Somethin' For The People,"Somethin' for the People was an R&B group from Los Angeles, California, USA who scored several hits in the US in the late 1990s.

The group was founded in 1990 by Curtis ""Sauce"" Wilson and Jeff ""Fuzzy"" Young, both from Oakland, California, along with Los Angeles native Rochad ""Cat Daddy"" Holiday. The group recorded demos and shopped them around LA, and signed with Capitol Records, who released their debut in 1993. As songwriters, they wrote tunes for Samuelle, En Vogue, Brandy, and U. Read more on Last.fm",15042,68117
1250,boom boom kid,"Boom Boom Kid is the artistic name that Carlos Rodríguez (a.k.a. ""Nekro"") started to use around 2000 when he released his first solo single (I Do) at the same time his former band Fun People released their last album and decided to split.
Following a tradition that began with his previous band, he offers songs which mix a wide variety of styles that range from raw hardcore to ballads, from punk to pop and even boleros.
Boom Boom Kid is an artist from Argentina that sings both in Spanish and English. Read more on Last.fm",38037,2197667
1251,Izmália,Read more on Last.fm,439,14221
1252,Maldita Nerea,"Maldita Nerea lo forman Jorge Ruiz Flores a la voz y la guitarra, Carlos Molina al bajo, Luis Gomez a la guitarra y Sergio Bernal a la bateria. Con una media de edad de 25 años, este cuarteto de Murcia lleva bastantes años preparandose para el lanzamiento definitivo de su carrera. Todos han pasado por diferentes formaciones y proyectos hasta coincidir en Maldita Nerea. Todo ha sido cuestion de perseverancia, ganas de superarse y fe en sí mismos. Read more on Last.fm",99377,2059811
1253,Yokoano,Read more on Last.fm,267,7874
1254,Janne Huttunen,Read more on Last.fm,2247,17707
1255,Michael Praetorius,"Michael Praetorius (probably 15th February 1571–15th February 1621) was a German composer, organist, and writer on music. He was one of the most versatile composers of his age, being particularly significant in the development of musical forms based on Protestant hymns.
 Read more on Last.fm",79488,498072
1256,Background Jazz Music,Read more on Last.fm,3402,55002
1257,Donald Byrd,"Donaldson Toussaint L'Ouverture Byrd II (born December 9, 1932 –  February 4, 2013) was an American jazz, rhythm and blues trumpeter.  Born in Detroit, Michigan. He performed with Lionel Hampton before finishing high school. After playing in a military band during a term in the United States Air Force, he obtained a bachelor's degree in music from Wayne State University and a master's degree from Manhattan School of Music. While still at the Manhattan School he joined Art Blakey's Jazz Messengers, replacing Clifford Brown. Read more on Last.fm",458285,4227022
1258,Funkware,Read more on Last.fm,6391,49213
1259,Jimmy Bertrand's Washboard Wizards,"Jimmy Bertrand (February 24, 1900 – August 1960) was an American jazz and blues drummer. As well as drums and washboard, Bertrand also played the xylophone and slide whistle. He led Jimmy Bertrand's Washboard Wizards.
James Bertrand was born in Biloxi, Mississippi, and was active on the Chicago blues and jazz scene of the 1920s. Bertrand recorded with Louis Armstrong, Johnny Dodds, Tampa Red, Ma Rainey, Freddie Keppard, Erskine Tate, Big Bill Broonzy, Doc Cook, Jimmy Blythe, Lee Collins, and Blind Blake amongst many others. Read more on Last.fm",684,3267
1260,Quarteto de Cinco,Read more on Last.fm,245,9479
1261,Nitumoni Pegu,No data,No data,No data
1262,Humane Sagar,Read more on Last.fm,638,7698
1263,Rachun,Read more on Last.fm,2050,25064
1264,Yunona,Read more on Last.fm,238,2103
1265,Los Ajenos,Read more on Last.fm,3246,26396
1266,Dinesh Lal Yadav,Read more on Last.fm,138,435
1267,Mukesh Choudhary,Read more on Last.fm,365,883
1268,Late Night Jazz Lounge,Read more on Last.fm,3736,26003
1269,Eric Bolvin,very nice. good music to use while doing professional skin care treatments Read more on Last.fm,4562,20516
1270,La Mafia,"La Mafia was formed in Houston Texas, by Oscar De La Rosa (vocalist), and Armando Lichtenberger Jr (accordion) in 1980. The 2 founding members  later welcomed  Tim Ruiz (bass), Joe Gonzales(drums), Jesus Angel (keyboards) and Viktor (guitar). La Mafia (first known as Los Jovenes) helped popularize the THEN unknown music genre, Tex-Mex or Tejano Music. 
La Mafia gained world wide achievement doing something unheard of at the time, and touring parts of Mexico and Latin America Read more on Last.fm",43622,345196
