,artist,biography,listeners,playcount
600,Eyedress,"Idris Vicuña (born May 28, 1990), professionally recognized as Eyedress, is a Filipino solo musician. Raised in the Philippines, particularly an area he described as a ""ghetto,"" Eyedress began playing the guitar at a young age. He and his family moved to Phoenix, Arizona, where he was introduced to punk music. At age 13, he and his family moved to Orange County, California. There he joined the crust punk band Liberal Underground as a bassist. He moved back to the Philippines at age 15 with his family.  Read more on Last.fm",2012445,66424928
601,COIN,"There are several artists named ""Coin"";

1) Coin was a four piece band from Nashville, TN , formed in 2013 by Chase Lawrence (synth/vocals), Joe Memmel (guitar/vocals), Ryan Winnen (drums) and Zachary Dyke (bass).

It's ok and Honey were promoted before the lead single, Run landed in January 2015. It was announced the Jay Joyce produced debut album will arrive in April 2015.
How Will You Know If You Never Try

June  2015 - ""Coin"" (Album)
April  2017 - ""How Will You Know If You Never Try"" (Album) Read more on Last.fm",948498,28162584
602,Tom Morello,"Thomas Baptiste Morello (born May 30, 1964) is an American musician, singer, songwriter, actor and political activist. He is best known for his tenure with the band Rage Against the Machine and then with Audioslave. 

As of 2016, Morello is a member of the supergroup Prophets of Rage. Morello was also a touring musician with Bruce Springsteen & The E Street Band. He is also known for his acoustic solo act, The Nightwatchman, and Street Sweeper Social Club. Read more on Last.fm",306335,2640476
603,Grace Carey,Read more on Last.fm,77640,374889
604,Shakatak,"Shakatak is an English jazz-funk band, founded in 1980.

Shakatak scored a number of chart entries, including two Top Ten hits in the UK Singles Chart, ""Night Birds"" (1982) and ""Down on the Street"" (1984), plus a further 12 entries in the Guinness book of British Hit Singles. The group are still active and popular throughout the world, particularly in Japan and the Far East, and generally produce a new album every two years on JVC Records.

From their first release in August 1980 Read more on Last.fm",151264,2003488
605,LAUREL,"There are at least four acts who go by the name ""Laurel"":

#1 The British singer-songwriter Laurel Arnell-Cullen, who released Next Time and Blue Blood in early 2013 before finding fame with Fire Breather. Her debut EP To The Hills was released in April 2014. She has opened for acts such as MS MR and John Newman Soundcloud: https://soundcloud.com/classiclaurel

#2 The Canadian hardcore/southern-rock band, known for their live performances and originality. Read more on Last.fm",340656,4105200
606,24kGoldn,"Golden Landis Von Jones (born November 13, 2000 Ohio), known professionally as 24kGoldn, is an American rapper, singer, songwriter, and former child actor. He rose to fame with his 2019 single ""Valentino"", which peaked at number 92 on the Billboard Hot 100. It was certified platinum by the RIAA in April 2020. In July 2020, Golden released the single ""Mood"", featuring Puerto Rican rapper Iann Dior, which topped the Billboard Hot 100 and became the highest charting song of his career. Read more on Last.fm",1105431,21459133
607,Deftones,"Deftones is an American metal band from Sacramento, California, formed in 1988, consisting of Chino Moreno (lead vocals and guitar), Stephen Carpenter (guitar), Frank Delgado (keyboards and turntables), and Abe Cunningham (drums and percussion). Vega (formerly of Quicksand) took on bass duties from mid-2009 to ca. 2021 in substitution for Chi Cheng, who was seriously injured in an automobile accident in Santa Clara, California on November 4, 2008. Read more on Last.fm",3843091,466142201
608,Daniel Caesar,"Daniel Caesar’s first chapter unfolded in a suburb of Toronto, where he was born to Bajan and Jamaican parents and raised listening to soul and gospel music while singing in front of his father’s church congregation. The singer and songwriter left home at 17 to pursue his calling as a musical artist. Caesar independently released his first two EPs, Praise Break (2014) and Pilgrim’s Paradise (2017), to widespread praise—the first of which landed at #19 on Rolling Stone’s list of “20 Best R&B Albums of 2014. Read more on Last.fm",2036982,179194509
609,Friday Pilots Club,"Recently signed to Big Machine/John Varvatos Records (Big Machine Label Group), Friday Pilots Club is Chicago’s Pop affected and hard-hitting Rock band.

Formed in 2017, members Caleb Hiltunen (vocals) and Drew Polovick (guitar) blend explosive memorable hooks and eclectic musical sensibilities to bring a fresh sound to the world of Rock music.

While attending Columbia College Chicago and pursuing different degrees, Caleb and Drew became instant fans of each other’s work. Read more on Last.fm",237629,8032233
610,Dijon,"Dijon Duenas (simply known as Dijon) is an American alternative/R&B singer-songwriter and producer, also known as the former vocalist of the R&B duo Abhi//Dijon. After the duo released two projects respectively in 2015 and 2016, Dijon began to step into his own in 2017, releasing a string of solo singles, including ""Skin"" and ""Nico's Red Truck"". His debut EP Sci Fi 1 was released in 2019 under the Warner-supported label R&R Digital, and was shortly followed by How Do You Feel About Getting Married the following year. Read more on Last.fm",640800,20580772
611,Johnathan Blake,"Jonathan Blake (born 1976) is an American drummer from Philadelphia, PA with a long career as a session leader and accompanying such artists as Pharoah Sanders, Dr. Lonnie Liston Smith, Kenny Barron, Ravi Coltrane, Tom Harrell,  Hans Glawischnig, Avishai Cohen, Donny McCaslin, Linda May Han Oh,  Jaleel Shaw, Chris Potter, Maria Schneider, Alex Sipiagin, and  Kris Davis. Read more on Last.fm",33891,128521
612,Wallows,"Wallows is an American alternative rock band based in Los Angeles composed of Dylan Minnette (guitar and vocals), Braeden Lemasters (guitar and vocals), and Cole Preston (drums and vocals). The band began releasing songs independently in April 2017 starting with ""Pleaser"", which reached number two on the Spotify Global Viral 50 chart.

In April 2017, the band released their first single under the Wallows moniker, ""Pleaser"". The song would eventually Read more on Last.fm",1908716,112785082
613,Magdalena Bay,"Magdalena Bay is an American alternative pop duo from Miami, Florida, based in Los Angeles, California. The duo consists of couple Mica Tenenbaum and Matthew Lewin, who write and produce together. They have released two studio albums, three EPs, and three mixtapes. The mixtapes are called Mini Mixes and are composed of short songs with accompanying homemade green screen music videos.

The duo released their debut studio album, Mercurial World, on October 8, 2021. Read more on Last.fm",1180873,82576522
614,Briston Maroney,"Briston Lee Maroney is an American singer, songwriter, and guitarist from Knoxville, Tennessee who is signed to Canvasback Music and Atlantic Records. He has released two EPs through the labels, including his most recent collection, ""Sunflower” which was partially released and the full album was released April 9, 2021.

Briston Maroney largely grew up in Knoxville, Tennessee. In August 2013, at age 15, Maroney tried out for the 13th season of American Idol at one of its audition bus stops in Knoxville. Read more on Last.fm",572135,12158617
615,Citizen Soldier,"Since Citizen Soldier's debut in 2017, the Salt Lake City-based music group has been all about honoring those who fight battles every day that other dismiss or judge them for. Those battling mental illness, abuse, stigmatization, and being ostracized have embraced their music as a representation of their own stories and struggles. As the community has grown and word has spread, many have found a refuge of survivors to share in their pain.

""This Is Your Sign"" captures a pivotal moment for Citizen Soldier. Read more on Last.fm",107241,5506374
616,Yung Gravy,"Matt Hauri, more commonly known as Yung Gravy is an American rapper who became popular for his abstract lyrics, often sexualizing food or putting food in sexual scenarios. As his image grew, he became recognised for his love of mothers.

Yung Gravy is a graduate from the University of Wisconsin, and broke out on the internet from his smash hit “Mr. Clean”, sampling the classic song Mr. Sandman. He has become a nationwide star, selling out concerts all over the United States and racking up hundreds of thousands of followers on social media. Read more on Last.fm",969079,29266260
